owner,name,stars,created_at,updated_at,language,merged_prs,releases,issues_total,issues_closed
codecrafters-io,build-your-own-x,472543,2018-05-09T12:03:18Z,2026-03-05T23:39:47Z,Markdown,155,0,888,653
sindresorhus,awesome,442885,2014-07-11T13:42:37Z,2026-03-05T23:44:46Z,,694,0,365,349
freeCodeCamp,freeCodeCamp,437811,2014-12-24T17:49:19Z,2026-03-05T23:42:54Z,TypeScript,27772,0,21154,20978
public-apis,public-apis,404538,2016-03-20T23:49:42Z,2026-03-05T23:45:09Z,Python,1872,0,839,833
EbookFoundation,free-programming-books,383636,2013-10-11T06:50:37Z,2026-03-05T23:10:15Z,Python,7328,0,1263,1227
kamranahmedse,developer-roadmap,350254,2017-03-15T13:45:52Z,2026-03-05T23:38:57Z,TypeScript,4073,1,3085,3054
jwasham,coding-interview-university,337614,2016-06-06T02:34:12Z,2026-03-05T23:13:38Z,,415,0,525,454
donnemartin,system-design-primer,337393,2017-02-26T16:15:28Z,2026-03-05T23:42:24Z,Python,203,0,360,110
vinta,awesome-python,285755,2014-06-27T21:00:06Z,2026-03-05T23:40:36Z,Python,641,0,0,0
awesome-selfhosted,awesome-selfhosted,277555,2015-06-01T02:33:17Z,2026-03-05T23:45:09Z,,2395,1,807,807
996icu,996.ICU,275650,2019-03-26T07:31:14Z,2026-03-05T22:52:36Z,,1072,0,0,0
openclaw,openclaw,265335,2025-11-24T10:16:47Z,2026-03-05T23:44:55Z,TypeScript,2744,59,15375,10022
practical-tutorials,project-based-learning,260283,2017-04-12T05:07:46Z,2026-03-05T23:41:55Z,,182,0,227,82
facebook,react,243639,2013-05-24T16:15:54Z,2026-03-05T23:18:00Z,JavaScript,12774,118,14385,13576
torvalds,linux,221046,2011-09-04T22:48:12Z,2026-03-05T23:22:22Z,C,0,0,0,0
TheAlgorithms,Python,218369,2016-07-16T09:44:01Z,2026-03-05T23:38:17Z,Python,3046,0,1702,1540
vuejs,vue,209956,2013-07-29T03:24:51Z,2026-03-05T23:17:56Z,TypeScript,1136,249,10027,9668
trimstray,the-book-of-secret-knowledge,208819,2018-06-23T10:43:14Z,2026-03-05T23:40:34Z,,122,0,0,0
ossu,computer-science,202145,2014-05-04T00:18:39Z,2026-03-05T23:44:52Z,HTML,305,0,666,654
trekhleb,javascript-algorithms,195733,2018-03-24T07:47:04Z,2026-03-05T23:06:35Z,JavaScript,304,0,371,233
tensorflow,tensorflow,194007,2015-11-07T01:19:20Z,2026-03-05T23:38:19Z,C++,42328,221,41195,40300
ohmyzsh,ohmyzsh,185130,2009-08-28T18:15:37Z,2026-03-05T22:58:04Z,Shell,3515,0,5034,4891
getify,You-Dont-Know-JS,184462,2013-11-16T02:37:24Z,2026-03-05T23:44:57Z,,370,0,949,949
CyC2018,CS-Notes,183818,2018-02-13T14:56:24Z,2026-03-05T16:40:25Z,,374,0,578,449
microsoft,vscode,182325,2015-09-03T20:23:38Z,2026-03-05T23:25:53Z,TypeScript,43326,197,232190,218766
Significant-Gravitas,AutoGPT,182202,2023-03-16T09:21:07Z,2026-03-05T21:56:15Z,Python,3970,94,3738,3505
jackfrued,Python-100-Days,179312,2018-03-01T16:05:52Z,2026-03-05T20:48:47Z,Jupyter Notebook,13,0,711,188
n8n-io,n8n,177758,2019-06-22T09:24:21Z,2026-03-05T23:27:54Z,TypeScript,14089,547,8222,7746
flutter,flutter,175436,2015-03-06T22:54:58Z,2026-03-05T22:49:16Z,Dart,46931,7,112443,100282
twbs,bootstrap,174024,2011-07-29T21:19:00Z,2026-03-05T23:07:25Z,MDX,9114,94,22848,22458
github,gitignore,172833,2010-11-08T20:17:14Z,2026-03-05T23:29:11Z,,1727,0,0,0
massgravel,Microsoft-Activation-Scripts,167799,2020-01-12T23:03:34Z,2026-03-05T23:05:55Z,Batchfile,5,29,908,906
avelino,awesome-go,166644,2014-07-06T13:42:15Z,2026-03-05T23:40:33Z,Go,3609,0,727,713
ollama,ollama,164196,2023-06-26T19:39:32Z,2026-03-05T23:44:23Z,Go,3072,189,9490,7501
AUTOMATIC1111,stable-diffusion-webui,161506,2022-08-22T14:05:26Z,2026-03-05T22:59:33Z,Python,1884,27,7886,5486
jlevy,the-art-of-command-line,160077,2015-05-20T15:11:03Z,2026-03-05T23:40:40Z,,317,0,258,136
huggingface,transformers,157449,2018-10-29T13:56:00Z,2026-03-05T23:35:41Z,Python,18738,244,18664,17588
Snailclimb,JavaGuide,154053,2018-05-07T13:27:00Z,2026-03-05T20:14:31Z,Java,1213,0,1131,1056
DigitalPlatDev,FreeDomain,150831,2024-05-30T13:23:00Z,2026-03-05T22:59:36Z,HTML,1,0,0,0
f,prompts.chat,150184,2022-12-05T13:54:13Z,2026-03-05T23:44:16Z,HTML,200,0,131,128
yt-dlp,yt-dlp,149765,2020-10-26T04:22:55Z,2026-03-05T23:44:37Z,Python,3229,131,11123,9305
airbnb,javascript,148094,2012-11-01T23:13:50Z,2026-03-05T22:39:59Z,JavaScript,813,0,1401,1299
langflow-ai,langflow,145280,2023-02-08T22:28:03Z,2026-03-05T23:00:34Z,Python,5792,285,3160,2819
521xueweihan,HelloGitHub,144894,2016-05-04T06:24:11Z,2026-03-05T23:42:38Z,Python,17,63,2963,2681
ytdl-org,youtube-dl,139800,2010-10-31T14:35:07Z,2026-03-05T23:08:56Z,Python,1646,341,26819,23190
vercel,next.js,138167,2016-10-05T23:32:51Z,2026-03-05T23:39:13Z,JavaScript,26138,1000,24311,22259
yangshun,tech-interview-handbook,138001,2016-07-05T05:00:48Z,2026-03-05T23:39:36Z,TypeScript,486,0,120,76
Genymobile,scrcpy,136535,2017-11-21T18:00:27Z,2026-03-05T23:41:08Z,C,123,50,5959,3285
labuladong,fucking-algorithm,132919,2020-02-19T09:01:23Z,2026-03-05T21:30:00Z,Markdown,244,0,963,962
golang,go,132900,2014-08-19T04:33:40Z,2026-03-05T22:43:58Z,Go,1,0,70410,60969
langgenius,dify,131336,2023-04-12T07:40:24Z,2026-03-05T23:43:02Z,TypeScript,9717,158,16742,16332
microsoft,PowerToys,130244,2019-05-01T17:44:02Z,2026-03-05T22:35:51Z,C#,6349,127,38244,30147
x1xhlol,system-prompts-and-models-of-ai-tools,128376,2025-03-05T16:38:29Z,2026-03-05T23:43:41Z,,46,0,189,108
langchain-ai,langchain,128372,2022-10-17T02:58:36Z,2026-03-05T23:31:52Z,Python,16038,1000,9118,8874
Chalarangelo,30-seconds-of-code,126955,2017-11-29T17:35:03Z,2026-03-05T22:40:04Z,JavaScript,836,12,300,300
open-webui,open-webui,125875,2023-10-06T22:08:27Z,2026-03-05T23:39:25Z,Python,3314,152,7800,7613
facebook,react-native,125503,2015-01-09T18:10:16Z,2026-03-05T23:18:00Z,C++,957,444,27578,26830
krahets,hello-algo,122683,2022-11-04T11:08:34Z,2026-03-05T16:21:16Z,Java,968,10,282,274
kubernetes,kubernetes,120944,2014-06-06T22:56:04Z,2026-03-05T23:26:56Z,Go,64007,784,48628,46783
electron,electron,120318,2013-04-12T01:47:36Z,2026-03-05T23:39:40Z,C++,24552,1000,21477,20739
ripienaar,free-for-dev,118666,2015-03-18T21:06:26Z,2026-03-05T23:44:29Z,HTML,2900,0,0,0
excalidraw,excalidraw,118096,2020-01-02T01:04:43Z,2026-03-05T23:37:18Z,TypeScript,3838,14,4643,2539
anomalyco,opencode,116603,2025-04-30T20:08:00Z,2026-03-05T23:45:15Z,TypeScript,2582,728,9791,5086
justjavac,free-programming-books-zh_CN,116406,2013-11-04T01:59:19Z,2026-03-05T23:13:35Z,,282,3,0,0
nodejs,node,116089,2014-11-26T19:57:11Z,2026-03-05T22:47:39Z,JavaScript,11893,486,20088,18331
d3,d3,112468,2010-09-27T17:22:42Z,2026-03-05T20:47:03Z,Shell,494,194,2239,2229
iptv-org,iptv,112436,2018-11-14T22:00:57Z,2026-03-05T23:23:40Z,TypeScript,6821,0,21742,21437
mrdoob,three.js,111195,2010-03-23T18:58:01Z,2026-03-05T22:49:53Z,JavaScript,15235,175,13507,13065
rust-lang,rust,110924,2010-06-16T20:39:03Z,2026-03-05T23:38:12Z,Rust,69560,147,61600,50471
rustdesk,rustdesk,108706,2020-09-28T15:36:08Z,2026-03-05T23:39:30Z,Rust,3946,36,4000,3939
axios,axios,108584,2014-08-18T22:30:27Z,2026-03-05T23:38:53Z,JavaScript,1134,109,4958,4757
microsoft,TypeScript,108026,2014-06-17T15:28:39Z,2026-03-05T23:06:59Z,TypeScript,14857,214,42958,37982
Hack-with-Github,Awesome-Hacking,107792,2016-03-30T15:47:10Z,2026-03-05T23:35:08Z,,34,0,0,0
shadcn-ui,ui,107770,2023-01-04T12:43:27Z,2026-03-05T23:06:21Z,TypeScript,1007,75,3931,2949
microsoft,generative-ai-for-beginners,107563,2023-06-19T16:28:59Z,2026-03-05T22:53:00Z,Jupyter Notebook,521,0,207,202
godotengine,godot,107399,2014-01-04T16:05:36Z,2026-03-05T23:04:03Z,C++,41425,66,61281,48296
GrowingGit,GitHub-Chinese-Top-Charts,106591,2019-09-05T03:01:56Z,2026-03-05T21:37:42Z,Java,0,0,343,162
denoland,deno,106311,2018-05-15T01:34:26Z,2026-03-05T23:39:08Z,Rust,14295,368,13955,11602
goldbergyoni,nodebestpractices,105147,2017-09-15T08:33:19Z,2026-03-05T22:40:12Z,Dockerfile,766,0,334,286
Comfy-Org,ComfyUI,104953,2023-01-17T03:15:56Z,2026-03-05T22:46:23Z,Python,2214,125,7966,4511
fatedier,frp,104905,2015-12-21T15:24:59Z,2026-03-05T23:18:01Z,Go,735,109,4059,4022
papers-we-love,papers-we-love,103825,2013-12-15T14:31:41Z,2026-03-05T22:30:51Z,Shell,439,0,248,246
facebook,create-react-app,103825,2016-07-17T14:55:11Z,2026-03-05T23:18:00Z,JavaScript,1949,83,8421,6574
tauri-apps,tauri,103670,2019-07-13T09:09:37Z,2026-03-05T22:19:30Z,Rust,5400,0,6169,4912
microsoft,terminal,102025,2017-08-11T18:38:22Z,2026-03-05T23:25:23Z,C++,4379,148,13817,12169
deepseek-ai,DeepSeek-V3,101896,2024-12-26T09:52:40Z,2026-03-05T20:27:32Z,Python,25,1,722,679
clash-verge-rev,clash-verge-rev,100609,2023-11-21T18:24:03Z,2026-03-05T23:41:28Z,TypeScript,751,62,5001,4836
angular,angular,100071,2014-09-18T16:12:01Z,2026-03-05T23:26:17Z,TypeScript,5682,610,30373,29376
Shubhamsaboo,awesome-llm-apps,99833,2024-04-29T05:30:25Z,2026-03-05T23:41:48Z,Python,170,0,119,119
jaywcjlove,awesome-mac,99555,2016-07-17T15:33:47Z,2026-03-05T22:52:40Z,JavaScript,1081,13,513,378
supabase,supabase,98577,2019-10-12T05:56:49Z,2026-03-05T22:25:55Z,TypeScript,15580,26,5240,4973
Anduin2017,HowToCook,98536,2020-02-29T10:43:49Z,2026-03-05T22:34:37Z,Dockerfile,614,4,827,364
mtdvio,every-programmer-should-know,98183,2017-08-24T13:18:26Z,2026-03-05T20:33:21Z,,110,0,45,31
mui,material-ui,98005,2014-08-18T19:11:54Z,2026-03-05T20:06:31Z,JavaScript,21490,558,20348,18753
pytorch,pytorch,97984,2016-08-13T05:26:41Z,2026-03-05T23:25:18Z,Python,6428,64,57143,41042
2dust,v2rayN,97968,2019-07-30T03:47:24Z,2026-03-05T22:19:58Z,C#,395,300,6598,6592
ant-design,ant-design,97669,2015-04-24T15:37:24Z,2026-03-05T22:50:06Z,TypeScript,17062,740,32407,31120
neovim,neovim,96967,2014-01-31T13:39:22Z,2026-03-05T23:15:35Z,Vim Script,17731,48,13750,12107
ggml-org,llama.cpp,96803,2023-03-10T18:58:00Z,2026-03-05T23:22:04Z,C++,7478,1000,7128,6688
google-gemini,gemini-cli,96580,2025-04-17T17:04:31Z,2026-03-05T23:44:26Z,TypeScript,5281,393,10766,8689
fastapi,fastapi,95918,2018-12-08T08:21:47Z,2026-03-05T22:39:36Z,Python,3171,269,3506,3495
nvbn,thefuck,95606,2015-04-08T15:08:04Z,2026-03-05T22:18:00Z,Python,481,17,774,477
openai,whisper,95494,2022-09-16T20:02:54Z,2026-03-05T23:24:37Z,Python,119,13,0,0
microsoft,Web-Dev-For-Beginners,95386,2020-11-10T02:44:00Z,2026-03-05T22:38:47Z,JavaScript,654,0,423,362
ryanmcdermott,clean-code-javascript,94313,2016-11-25T22:25:41Z,2026-03-05T22:39:55Z,JavaScript,149,0,245,165
immich-app,immich,94092,2022-02-03T15:56:27Z,2026-03-05T23:16:15Z,TypeScript,8731,287,8007,7492
tailwindlabs,tailwindcss,93920,2017-10-06T14:59:14Z,2026-03-05T21:37:05Z,TypeScript,3302,300,4771,4720
iluwatar,java-design-patterns,93794,2014-08-09T16:45:18Z,2026-03-05T16:56:48Z,Java,1520,0,978,839
puppeteer,puppeteer,93717,2017-05-09T22:16:13Z,2026-03-05T23:38:59Z,TypeScript,5836,646,7323,7065
nvm-sh,nvm,92040,2010-04-15T17:47:47Z,2026-03-05T23:37:35Z,Shell,741,71,2393,2062
deepseek-ai,DeepSeek-R1,91917,2025-01-20T11:57:28Z,2026-03-05T23:10:41Z,,10,1,691,664
florinpop17,app-ideas,90949,2019-02-25T18:36:56Z,2026-03-05T23:00:14Z,,151,0,196,51
PanJiaChen,vue-element-admin,90288,2017-04-17T03:35:49Z,2026-03-05T17:47:48Z,Vue,311,49,3613,2356
microsoft,markitdown,90162,2024-11-13T19:56:40Z,2026-03-05T23:37:24Z,Python,170,18,386,84
storybookjs,storybook,89367,2016-03-18T04:23:44Z,2026-03-05T19:18:16Z,TypeScript,12276,1000,14155,12042
firecrawl,firecrawl,88588,2024-04-15T21:02:29Z,2026-03-05T23:41:26Z,TypeScript,1360,32,824,779
bitcoin,bitcoin,88359,2010-12-19T15:16:43Z,2026-03-05T21:39:04Z,C++,16168,63,9013,8651
gin-gonic,gin,88197,2014-06-16T23:57:25Z,2026-03-05T21:06:01Z,Go,1224,29,2382,1786
oven-sh,bun,87891,2021-04-14T00:48:17Z,2026-03-05T23:25:28Z,Zig,7177,210,15761,10920
ChatGPTNextWeb,NextChat,87435,2023-03-10T18:27:54Z,2026-03-05T22:25:50Z,TypeScript,894,77,3582,2899
rasbt,LLMs-from-scratch,87212,2023-07-23T18:15:57Z,2026-03-05T23:26:31Z,Jupyter Notebook,481,0,218,218
django,django,86975,2012-04-28T02:47:18Z,2026-03-05T20:46:09Z,Python,10323,0,0,0
gohugoio,hugo,86917,2013-07-04T15:26:26Z,2026-03-05T23:41:46Z,Go,3239,365,8033,7792
mermaid-js,mermaid,86504,2014-11-01T23:52:32Z,2026-03-05T23:36:01Z,TypeScript,2585,179,3577,2210
opencv,opencv,86448,2012-07-19T09:40:17Z,2026-03-05T20:13:30Z,C++,13504,67,11435,8866
sveltejs,svelte,86003,2016-11-20T18:13:05Z,2026-03-05T22:57:10Z,JavaScript,6518,606,8925,8009
ruanyf,weekly,85206,2018-10-13T12:36:07Z,2026-03-05T20:44:04Z,,105,0,8486,1286
home-assistant,core,85157,2013-09-17T07:29:48Z,2026-03-05T23:02:55Z,Python,82560,1000,68275,65361
3b1b,manim,84988,2015-03-22T18:50:58Z,2026-03-05T22:27:14Z,Python,661,13,1223,765
anthropics,skills,84915,2025-09-22T15:53:31Z,2026-03-05T23:45:12Z,Python,21,0,147,21
microsoft,ML-For-Beginners,84141,2021-03-03T01:34:05Z,2026-03-05T23:41:37Z,Jupyter Notebook,446,0,158,158
laravel,laravel,83894,2011-06-08T03:06:08Z,2026-03-05T21:46:24Z,Blade,1670,211,0,0
louislam,uptime-kuma,83643,2021-07-03T01:02:42Z,2026-03-05T23:40:51Z,JavaScript,1684,125,4643,3981
microsoft,playwright,83544,2019-11-15T18:32:42Z,2026-03-05T23:46:10Z,TypeScript,16277,158,17097,16506
MunGell,awesome-for-beginners,83175,2015-10-24T19:53:36Z,2026-03-05T23:06:27Z,,469,0,204,188
macrozheng,mall,83024,2018-04-04T01:11:44Z,2026-03-05T15:49:13Z,Java,1,3,499,489
realworld-apps,realworld,82918,2016-02-26T20:49:53Z,2026-03-05T23:42:48Z,TypeScript,434,0,545,511
animate-css,animate.css,82617,2011-10-12T10:07:38Z,2026-03-05T18:28:44Z,CSS,315,22,883,843
punkpeye,awesome-mcp-servers,82281,2024-11-30T04:49:10Z,2026-03-05T22:58:20Z,,1409,0,210,151
bregman-arie,devops-exercises,81400,2019-10-03T17:31:21Z,2026-03-05T22:18:35Z,Python,309,0,104,69
DopplerHQ,awesome-interview-questions,81256,2015-11-28T09:48:17Z,2026-03-05T23:09:23Z,,175,0,61,34
tonsky,FiraCode,81239,2014-11-11T19:32:38Z,2026-03-05T09:10:29Z,Clojure,142,29,1380,959
syncthing,syncthing,80538,2013-11-26T09:48:21Z,2026-03-05T23:27:45Z,Go,2837,462,5858,5487
astral-sh,uv,80328,2023-10-02T20:24:11Z,2026-03-05T23:43:41Z,Rust,8506,259,8617,6256
modelcontextprotocol,servers,80248,2024-11-19T01:10:17Z,2026-03-05T22:44:54Z,TypeScript,1178,24,840,560
spring-projects,spring-boot,80170,2012-10-19T15:02:57Z,2026-03-05T23:38:40Z,Java,42,339,41399,40903
ByteByteGoHq,system-design-101,79969,2023-09-18T20:52:03Z,2026-03-05T18:41:38Z,,23,0,58,18
hacksider,Deep-Live-Cam,79853,2023-09-24T13:19:31Z,2026-03-05T21:54:37Z,Python,98,10,1114,1032
browser-use,browser-use,79686,2024-10-31T16:00:56Z,2026-03-05T23:42:50Z,Python,1668,118,1400,1271
fighting41love,funNLP,79208,2018-08-21T11:20:39Z,2026-03-05T22:52:36Z,Python,14,0,85,48
doocs,advanced-java,78881,2018-10-06T11:38:30Z,2026-03-05T14:35:04Z,Java,89,1,148,147
anuraghazra,github-readme-stats,78623,2020-07-09T10:34:22Z,2026-03-05T21:58:58Z,JavaScript,1568,0,1384,1228
vitejs,vite,78615,2020-04-21T05:03:57Z,2026-03-05T23:42:50Z,TypeScript,6052,658,8352,7894
junegunn,fzf,78329,2013-10-23T16:04:23Z,2026-03-05T23:30:32Z,Go,642,76,3102,2848
hoppscotch,hoppscotch,78160,2019-08-21T13:15:24Z,2026-03-05T22:41:34Z,TypeScript,2038,99,2337,1770
netdata,netdata,77966,2013-06-17T18:39:10Z,2026-03-05T20:19:02Z,C,11750,132,8203,8051
tensorflow,models,77687,2016-02-05T01:15:20Z,2026-03-05T21:45:43Z,Python,2342,51,7324,6240
nomic-ai,gpt4all,77190,2023-03-27T18:49:32Z,2026-03-05T23:07:41Z,C++,938,38,2212,1493
MisterBooo,LeetCodeAnimation,76721,2018-12-06T08:01:22Z,2026-03-05T15:37:10Z,Java,63,0,61,43
coder,code-server,76491,2019-02-27T16:50:41Z,2026-03-05T21:49:54Z,TypeScript,1638,223,3794,3627
zed-industries,zed,76474,2021-02-20T03:01:06Z,2026-03-05T23:36:45Z,Rust,22116,1000,18649,16003
FortAwesome,Font-Awesome,76396,2012-02-17T14:19:43Z,2026-03-05T23:27:37Z,JavaScript,220,63,19901,19610
Developer-Y,cs-video-courses,76281,2016-10-21T17:02:11Z,2026-03-05T23:39:29Z,,257,0,0,0
elastic,elasticsearch,76275,2010-02-08T13:20:56Z,2026-03-05T22:27:01Z,Java,87395,235,43121,38661
mlabonne,llm-course,76101,2023-06-17T22:16:25Z,2026-03-05T23:02:44Z,,2,0,95,32
localsend,localsend,76028,2022-12-16T00:46:07Z,2026-03-05T23:37:34Z,Dart,701,24,1595,739
d2l-ai,d2l-zh,75983,2017-08-23T04:40:24Z,2026-03-05T20:01:34Z,Python,1019,16,0,0
sdmg15,Best-websites-a-programmer-should-visit,75783,2017-03-05T20:25:17Z,2026-03-05T20:58:45Z,,431,0,185,105
swisskyrepo,PayloadsAllTheThings,75744,2016-10-18T07:29:07Z,2026-03-05T22:31:15Z,Python,564,5,0,0
typicode,json-server,75642,2013-11-27T13:21:13Z,2026-03-05T22:38:57Z,JavaScript,161,46,1178,566
Stirling-Tools,Stirling-PDF,74982,2023-01-27T18:22:42Z,2026-03-05T22:01:05Z,TypeScript,3171,167,1658,1313
nestjs,nest,74867,2017-02-04T20:12:52Z,2026-03-05T22:40:34Z,TypeScript,8079,143,5785,5767
ventoy,Ventoy,74837,2020-03-10T15:19:19Z,2026-03-05T20:30:58Z,C,294,108,2690,1878
github,spec-kit,74375,2025-08-21T22:54:31Z,2026-03-05T23:43:54Z,Python,179,112,870,334
unionlabs,union,74267,2023-05-16T22:33:39Z,2026-03-05T23:15:24Z,Rust,3102,107,1837,1709
anthropics,claude-code,74251,2025-02-22T17:41:21Z,2026-03-05T23:42:54Z,Shell,145,54,29997,24581
infiniflow,ragflow,74241,2023-12-12T06:13:13Z,2026-03-05T22:54:55Z,Python,5450,40,6615,3629
vuejs,awesome-vue,73625,2015-10-20T00:16:14Z,2026-03-05T18:25:10Z,,3611,0,230,191
jesseduffield,lazygit,73574,2018-05-19T00:53:06Z,2026-03-05T23:09:25Z,Go,1809,176,2520,1740
sherlock-project,sherlock,73399,2018-12-24T14:30:48Z,2026-03-05T23:25:42Z,Python,734,2,1149,1069
redis,redis,73291,2009-03-21T22:32:25Z,2026-03-05T22:12:38Z,C,4426,117,6915,4705
awesomedata,awesome-public-datasets,73258,2014-11-20T06:20:50Z,2026-03-05T23:40:44Z,,188,1,124,48
lobehub,lobehub,73126,2023-05-21T07:19:12Z,2026-03-05T23:07:13Z,TypeScript,4337,1000,5430,4907
twitter,the-algorithm,72845,2023-03-27T14:57:57Z,2026-03-05T22:23:23Z,Scala,2,0,1066,749
tesseract-ocr,tesseract,72707,2014-08-12T18:04:59Z,2026-03-05T23:35:17Z,C++,1432,35,2748,2318
CompVis,stable-diffusion,72625,2022-08-10T14:36:44Z,2026-03-05T18:24:43Z,Jupyter Notebook,5,0,735,199
grafana,grafana,72503,2013-12-11T15:59:56Z,2026-03-05T22:44:53Z,TypeScript,62640,592,43178,39915
thedaviddias,Front-End-Checklist,72316,2017-10-16T10:12:36Z,2026-03-05T22:40:17Z,,179,1,152,151
enaqx,awesome-react,72252,2014-08-06T05:31:44Z,2026-03-05T22:41:56Z,,794,0,119,117
vllm-project,vllm,72137,2023-02-09T11:23:20Z,2026-03-05T23:18:44Z,Python,14463,84,13848,12150
josephmisiti,awesome-machine-learning,71854,2014-07-15T19:11:19Z,2026-03-05T23:31:23Z,Python,902,0,98,97
python,cpython,71847,2017-02-10T19:23:51Z,2026-03-05T21:46:23Z,Python,57242,0,75452,68289
openai,openai-cookbook,71842,2022-03-11T02:08:53Z,2026-03-05T19:20:18Z,Jupyter Notebook,1008,0,727,655
abi,screenshot-to-code,71791,2023-11-14T17:53:32Z,2026-03-05T21:57:14Z,TypeScript,71,0,395,282
obra,superpowers,71742,2025-10-09T19:45:18Z,2026-03-05T23:44:38Z,Shell,39,2,329,227
ocornut,imgui,71741,2014-07-21T14:29:47Z,2026-03-05T23:14:49Z,C++,418,118,6786,5746
PaddlePaddle,PaddleOCR,71634,2020-05-08T10:38:16Z,2026-03-05T23:22:42Z,Python,3119,29,10497,10271
PKUFlyingPig,cs-self-learning,71621,2021-10-20T13:43:42Z,2026-03-05T18:26:31Z,HTML,315,5,231,106
moby,moby,71480,2013-01-18T18:10:57Z,2026-03-05T22:39:47Z,Go,22359,276,23383,20115
strapi,strapi,71476,2015-09-30T15:34:48Z,2026-03-05T22:58:43Z,TypeScript,9585,514,11808,11233
pallets,flask,71325,2010-04-06T11:11:59Z,2026-03-05T21:36:46Z,Python,1627,38,2722,2722
dair-ai,Prompt-Engineering-Guide,71148,2022-12-16T16:04:50Z,2026-03-05T22:43:17Z,MDX,342,0,241,74
apache,superset,70813,2015-07-21T18:55:34Z,2026-03-05T22:41:23Z,TypeScript,16447,243,12195,11542
protocolbuffers,protobuf,70800,2014-08-26T15:52:15Z,2026-03-05T23:14:12Z,C++,8736,208,6801,6676
obsproject,obs-studio,70722,2013-10-01T02:40:31Z,2026-03-05T22:06:41Z,C,5422,236,4920,4162
hakimel,reveal.js,70666,2011-06-07T18:54:22Z,2026-03-05T22:04:50Z,JavaScript,413,49,2490,1696
caddyserver,caddy,70598,2015-01-13T19:45:03Z,2026-03-05T20:23:35Z,Go,2266,133,4489,4293
binary-husky,gpt_academic,70171,2023-03-20T09:05:13Z,2026-03-05T16:04:06Z,Python,228,32,1756,1480
fffaraz,awesome-cpp,70037,2014-07-17T08:51:11Z,2026-03-05T23:18:01Z,,837,0,591,355
swiftlang,swift,69847,2015-10-23T21:15:07Z,2026-03-05T23:08:17Z,C++,58082,66,17480,10067
Eugeny,tabby,69304,2016-12-23T09:06:10Z,2026-03-05T23:39:18Z,TypeScript,1512,204,6029,3509
danielmiessler,SecLists,69269,2012-02-19T01:30:18Z,2026-03-05T23:33:27Z,PHP,696,29,317,308
nektos,act,69159,2019-01-02T19:53:43Z,2026-03-05T22:56:55Z,Go,1057,92,1317,1076
binhnguyennus,awesome-scalability,68974,2017-12-27T03:46:40Z,2026-03-05T22:13:55Z,,37,0,0,0
expressjs,express,68867,2009-06-26T18:56:01Z,2026-03-05T21:20:07Z,JavaScript,522,164,4030,3930
base,node,68708,2023-02-01T13:55:02Z,2026-03-05T21:48:53Z,Go,249,72,330,323
OpenHands,OpenHands,68619,2024-03-13T03:33:31Z,2026-03-05T23:14:36Z,Python,6439,99,3846,3678
AppFlowy-IO,AppFlowy,68381,2021-06-16T12:56:48Z,2026-03-05T23:42:28Z,Dart,3894,127,3899,2996
ansible,ansible,68207,2012-03-06T14:58:02Z,2026-03-05T22:11:16Z,Python,39671,207,33292,32755
hiyouga,LlamaFactory,67931,2023-05-28T10:09:12Z,2026-03-05T22:10:27Z,Python,900,35,7870,6967
chartjs,Chart.js,67217,2013-03-17T23:56:36Z,2026-03-05T20:29:13Z,JavaScript,3016,117,7301,6817
prakhar1989,awesome-courses,66841,2014-11-15T18:36:49Z,2026-03-05T23:29:33Z,,194,0,83,39
juliangarnier,anime,66747,2016-03-13T21:37:45Z,2026-03-05T22:59:32Z,JavaScript,87,34,835,750
leonardomso,33-js-concepts,66262,2018-09-04T13:27:04Z,2026-03-05T20:08:12Z,JavaScript,262,0,119,119
webpack,webpack,66020,2012-03-10T10:08:14Z,2026-03-05T23:17:56Z,JavaScript,5562,448,10150,10038
labmlai,annotated_deep_learning_paper_implementations,65861,2020-08-25T02:29:34Z,2026-03-05T21:17:35Z,Python,104,0,142,114
apache,echarts,65846,2013-04-03T03:18:59Z,2026-03-05T22:05:21Z,TypeScript,1493,122,19305,17662
xtekky,gpt4free,65715,2023-03-29T17:00:43Z,2026-03-05T22:58:35Z,Python,871,429,1990,1980
TapXWorld,ChinaTextbook,65577,2020-01-05T04:11:06Z,2026-03-05T18:55:56Z,Roff,1,0,161,76
NationalSecurityAgency,ghidra,65403,2019-03-01T03:27:48Z,2026-03-05T23:09:32Z,Java,553,52,5864,4325
lydiahallie,javascript-questions,65297,2019-06-12T08:26:27Z,2026-03-05T22:22:30Z,,328,0,252,233
scikit-learn,scikit-learn,65297,2010-08-17T09:43:38Z,2026-03-05T21:44:37Z,Python,14163,49,11980,10392
sindresorhus,awesome-nodejs,65181,2014-07-11T13:35:34Z,2026-03-05T22:58:45Z,,421,0,105,102
TheAlgorithms,Java,65158,2016-07-16T10:21:02Z,2026-03-05T23:06:30Z,Java,2267,0,1203,1178
kdn251,interviews,64969,2017-02-14T18:19:25Z,2026-03-05T20:45:16Z,Java,42,0,58,24
bradtraversy,design-resources-for-developers,64959,2020-05-06T14:40:35Z,2026-03-05T22:38:09Z,,967,0,111,109
kelseyhightower,nocode,64930,2018-02-06T23:54:00Z,2026-03-05T21:16:22Z,Dockerfile,1,1,4920,728
FoundationAgents,MetaGPT,64800,2023-06-30T09:04:55Z,2026-03-05T21:17:51Z,Python,673,22,905,889
