owner,name,stars,created_at,updated_at,language,merged_prs,releases,issues_total,issues_closed
bradtraversy,design-resources-for-developers,65009,2020-05-06T14:40:35Z,2026-03-13T16:00:52Z,,967,0,112,109
kelseyhightower,nocode,64988,2018-02-06T23:54:00Z,2026-03-13T17:59:10Z,Dockerfile,1,1,4925,729
kdn251,interviews,64946,2017-02-14T18:19:25Z,2026-03-13T15:46:22Z,Java,42,0,58,24
chrislgarry,Apollo-11,64658,2014-04-03T15:45:02Z,2026-03-13T16:54:28Z,Assembly,355,0,388,330
localstack,localstack,64651,2016-10-25T23:48:03Z,2026-03-13T17:15:55Z,Python,6813,106,6178,6178
daytonaio,daytona,64504,2024-02-06T08:21:20Z,2026-03-13T17:40:06Z,TypeScript,1913,164,1073,837
facebook,docusaurus,64109,2017-06-20T16:13:53Z,2026-03-13T16:17:35Z,TypeScript,5634,154,3404,3114
keras-team,keras,63903,2015-03-28T00:35:42Z,2026-03-13T17:56:49Z,Python,4695,86,12664,12484
prometheus,prometheus,63161,2012-11-24T11:14:12Z,2026-03-13T16:58:32Z,Go,8257,359,6399,5885
OpenBB-finance,OpenBB,62977,2020-12-20T10:46:38Z,2026-03-13T17:55:47Z,Python,4222,55,2288,2251
socketio,socket.io,62946,2010-03-11T18:24:48Z,2026-03-13T16:21:04Z,TypeScript,441,83,3651,3466
alacritty,alacritty,62916,2016-02-18T05:02:30Z,2026-03-13T16:31:23Z,Rust,1918,105,6256,5933
resume,resume.github.com,62814,2011-02-06T13:39:55Z,2026-03-13T17:20:52Z,JavaScript,84,0,127,67
openinterpreter,open-interpreter,62681,2023-07-14T07:10:44Z,2026-03-13T17:44:44Z,Python,384,48,1055,804
nocodb,nocodb,62419,2017-10-29T18:51:48Z,2026-03-13T16:24:56Z,TypeScript,5853,183,4502,4066
traefik,traefik,62154,2015-09-13T19:04:02Z,2026-03-13T17:50:37Z,Go,5101,509,6619,5941
rust-lang,rustlings,62154,2015-09-15T02:25:18Z,2026-03-13T17:34:09Z,Rust,922,46,759,710
gorhill,uBlock,62070,2015-04-01T17:51:11Z,2026-03-13T17:25:16Z,JavaScript,256,285,3447,3434
ryanoasis,nerd-fonts,61985,2014-12-05T04:31:17Z,2026-03-13T17:21:40Z,CSS,565,38,1127,1080
unclecode,crawl4ai,61900,2024-05-09T09:48:50Z,2026-03-13T17:57:45Z,Python,170,13,938,924
FuelLabs,sway,61882,2021-01-19T20:54:33Z,2026-03-13T17:06:52Z,Rust,3643,185,3268,2420
tldr-pages,tldr,61639,2013-12-08T07:34:43Z,2026-03-13T17:49:43Z,Markdown,17862,6,1688,1482
lodash,lodash,61575,2012-04-07T04:11:46Z,2026-03-13T11:08:35Z,JavaScript,614,2,4340,4276
reduxjs,redux,61440,2015-05-29T23:53:15Z,2026-03-13T10:40:44Z,TypeScript,1747,78,2067,2030
LadybirdBrowser,ladybird,61257,2024-05-30T09:18:10Z,2026-03-13T17:44:53Z,C++,5977,0,1490,936
atom,atom,60999,2012-01-20T18:18:21Z,2026-03-13T17:20:27Z,JavaScript,3937,538,17111,16148
BurntSushi,ripgrep,60882,2016-03-11T02:02:33Z,2026-03-13T17:46:55Z,Rust,544,74,1775,1674
xingshaocheng,architect-awesome,60844,2018-04-06T13:30:58Z,2026-03-13T11:56:48Z,,49,0,71,23
h5bp,Front-end-Developer-Interview-Questions,60802,2012-02-09T23:34:10Z,2026-03-13T16:12:08Z,Nunjucks,485,0,177,143
scrapy,scrapy,60726,2010-02-22T02:01:14Z,2026-03-13T17:23:51Z,Python,2476,46,3242,2781
youngyangyang04,leetcode-master,60716,2019-12-14T12:05:42Z,2026-03-13T17:54:46Z,Shell,2311,0,277,68
minio,minio,60475,2015-01-14T19:23:58Z,2026-03-13T17:43:02Z,Go,9882,521,7885,7840
commaai,openpilot,60301,2016-11-24T01:33:30Z,2026-03-13T15:57:12Z,Python,12706,61,3231,3051
adam-p,markdown-here,60170,2012-05-13T03:27:22Z,2026-03-13T15:53:43Z,JavaScript,27,17,635,334
jquery,jquery,59870,2009-04-03T15:20:14Z,2026-03-13T14:43:47Z,JavaScript,870,13,2381,2305
nuxt,nuxt,59825,2016-10-26T11:18:47Z,2026-03-13T16:51:40Z,TypeScript,7531,275,17183,16380
jgraph,drawio-desktop,59805,2017-05-25T20:58:42Z,2026-03-13T15:41:59Z,JavaScript,25,170,1743,1679
spring-projects,spring-framework,59754,2010-12-08T04:04:45Z,2026-03-13T16:32:37Z,Java,908,359,27921,27609
git,git,59656,2008-07-23T14:21:26Z,2026-03-13T17:23:09Z,C,3,0,0,0
CorentinJ,Real-Time-Voice-Cloning,59518,2019-05-26T08:56:15Z,2026-03-13T10:52:14Z,Python,51,0,1112,952
Asabeneh,30-Days-Of-Python,59467,2019-11-19T17:24:16Z,2026-03-13T17:33:27Z,Python,137,0,144,84
pathwaycom,pathway,59405,2022-11-27T13:01:14Z,2026-03-13T17:52:23Z,Python,19,84,144,113
shadowsocks,shadowsocks-windows,59282,2013-01-14T07:54:16Z,2026-03-13T13:13:45Z,C#,290,55,2915,2727
Solido,awesome-flutter,59262,2017-05-07T11:45:27Z,2026-03-13T17:48:45Z,Dart,448,0,0,0
topjohnwu,Magisk,59251,2016-09-08T12:42:53Z,2026-03-13T16:01:50Z,Rust,1690,156,6494,6457
meta-llama,llama,59214,2023-02-14T09:29:12Z,2026-03-13T16:36:30Z,Python,54,0,1112,652
cline,cline,58952,2024-07-06T07:28:10Z,2026-03-13T17:28:17Z,TypeScript,3284,241,3443,2940
angular,angular.js,58916,2010-01-06T00:34:37Z,2026-03-13T15:54:49Z,JavaScript,790,0,9033,8644
PlexPt,awesome-chatgpt-prompts-zh,58708,2022-12-12T01:55:03Z,2026-03-13T16:48:06Z,,33,0,97,59
rails,rails,58326,2008-04-11T02:19:47Z,2026-03-13T15:47:23Z,Ruby,25901,160,18493,17980
FiloSottile,mkcert,58292,2018-06-25T05:33:03Z,2026-03-13T16:22:17Z,Go,52,14,350,241
FFmpeg,FFmpeg,57872,2011-04-14T14:12:38Z,2026-03-13T17:48:30Z,C,0,0,0,0
usememos,memos,57828,2021-12-08T15:30:18Z,2026-03-13T17:40:09Z,Go,1929,86,2835,2825
sharkdp,bat,57623,2018-04-21T10:52:23Z,2026-03-13T17:46:15Z,Rust,1583,43,1581,1271
withastro,astro,57511,2021-03-15T17:19:47Z,2026-03-13T17:16:23Z,TypeScript,8315,1000,6020,5830
h5bp,html5-boilerplate,57401,2010-01-24T18:03:24Z,2026-03-13T17:44:01Z,JavaScript,804,34,1358,1353
pmndrs,zustand,57365,2019-04-09T09:10:06Z,2026-03-13T17:53:38Z,TypeScript,889,101,693,691
FuelLabs,fuel-core,57297,2020-08-27T21:12:14Z,2026-03-13T17:17:16Z,Rust,1621,125,1154,996
scutan90,DeepLearning-500-questions,57209,2018-06-27T06:36:45Z,2026-03-13T15:50:29Z,JavaScript,302,0,192,81
zylon-ai,private-gpt,57175,2023-05-02T09:15:31Z,2026-03-13T17:33:47Z,Python,226,10,1228,965
ultralytics,yolov5,57003,2020-05-18T03:45:11Z,2026-03-13T16:47:32Z,Python,2240,10,9440,9402
soimort,you-get,56772,2012-08-20T15:53:36Z,2026-03-13T16:09:37Z,Python,582,123,0,0
pocketbase,pocketbase,56718,2022-07-05T06:06:21Z,2026-03-13T17:22:51Z,Go,55,247,1953,1929
dani-garcia,vaultwarden,56711,2018-02-17T22:40:20Z,2026-03-13T17:29:15Z,Rust,1089,78,2571,2560
meilisearch,meilisearch,56378,2018-04-23T11:45:28Z,2026-03-13T17:08:20Z,Rust,2348,302,2402,2175
remix-run,react-router,56302,2014-05-16T22:22:51Z,2026-03-13T10:45:26Z,TypeScript,3417,326,8312,8197
ageitgey,face_recognition,56192,2017-03-03T21:52:39Z,2026-03-13T16:49:14Z,Python,94,2,1378,598
Mintplex-Labs,anything-llm,56174,2023-06-04T02:29:14Z,2026-03-13T17:54:02Z,JavaScript,1318,25,3246,2972
pathwaycom,llm-app,56143,2023-07-19T08:43:37Z,2026-03-13T16:20:05Z,Jupyter Notebook,49,0,18,13
rust-unofficial,awesome-rust,56137,2014-07-17T10:45:10Z,2026-03-13T17:52:31Z,Rust,1712,0,144,134
opendatalab,MinerU,56113,2024-02-29T08:52:34Z,2026-03-13T17:44:29Z,Python,1320,143,2103,1912
pi-hole,pi-hole,56091,2014-06-08T15:02:55Z,2026-03-13T17:56:18Z,Shell,2173,123,3128,3095
rclone,rclone,56004,2014-03-16T16:19:57Z,2026-03-13T17:23:54Z,Go,2315,122,5978,5038
gatsbyjs,gatsby,55944,2015-05-21T22:43:05Z,2026-03-13T17:06:54Z,JavaScript,18266,158,14130,13915
azl397985856,leetcode,55822,2018-03-30T09:13:51Z,2026-03-13T16:49:43Z,JavaScript,257,40,256,248
Textualize,rich,55759,2019-11-10T15:28:09Z,2026-03-13T17:41:37Z,Python,860,175,1481,1265
docling-project,docling,55742,2024-07-09T07:50:26Z,2026-03-13T17:50:06Z,Python,764,158,1650,836
RVC-Boss,GPT-SoVITS,55737,2024-01-14T18:05:21Z,2026-03-13T16:36:46Z,Python,355,4,2012,1233
tiimgreen,github-cheat-sheet,55642,2014-04-12T16:38:42Z,2026-03-13T17:48:51Z,,129,0,75,49
wasabeef,awesome-android-ui,55641,2014-12-24T01:45:03Z,2026-03-13T17:06:08Z,,90,0,115,94
microsoft,autogen,55568,2023-08-18T11:43:45Z,2026-03-13T17:46:35Z,Python,2535,98,2946,2496
golang-standards,project-layout,55544,2017-09-09T16:33:26Z,2026-03-13T16:50:37Z,Makefile,94,0,115,44
Z4nzu,hackingtool,55221,2020-04-11T09:21:31Z,2026-03-13T11:38:49Z,Python,57,0,393,324
AntonOsika,gpt-engineer,55221,2023-04-29T12:52:15Z,2026-03-13T15:54:27Z,Python,351,21,502,471
FoundationAgents,OpenManus,55212,2025-03-06T14:08:14Z,2026-03-13T15:52:32Z,Python,115,3,743,391
appwrite,appwrite,55085,2019-04-08T16:36:25Z,2026-03-13T17:11:04Z,TypeScript,4471,120,4310,3832
deepfakes,faceswap,55038,2017-12-19T09:44:13Z,2026-03-13T11:57:15Z,Python,364,5,898,896
karpathy,nanoGPT,54785,2022-12-28T00:51:12Z,2026-03-13T17:13:04Z,Python,45,0,355,114
starship,starship,54757,2019-04-02T03:23:12Z,2026-03-13T17:46:00Z,Rust,3060,138,2631,1853
marktext,marktext,54423,2017-11-12T16:05:25Z,2026-03-13T17:58:44Z,JavaScript,944,36,3009,1656
lencx,ChatGPT,54374,2022-12-07T09:43:02Z,2026-03-13T12:32:45Z,Rust,123,34,1255,368
ultralytics,ultralytics,54342,2022-09-11T16:39:45Z,2026-03-13T17:36:52Z,Python,4270,349,12514,12398
go-gitea,gitea,54271,2016-11-01T02:13:26Z,2026-03-13T17:49:34Z,Go,18556,225,15452,12822
ElemeFE,element,54208,2016-09-03T06:19:26Z,2026-03-13T10:28:20Z,Vue,3231,145,17895,15249
maybe-finance,maybe,54047,2024-01-01T22:23:46Z,2026-03-13T11:26:25Z,Ruby,1073,28,0,0
unslothai,unsloth,53914,2023-11-29T16:50:09Z,2026-03-13T17:50:47Z,Python,793,23,3004,2131
microsoft,ai-agents-for-beginners,53887,2024-11-28T10:42:52Z,2026-03-13T17:30:29Z,Jupyter Notebook,317,0,88,86
laurent22,joplin,53874,2017-01-16T21:49:41Z,2026-03-13T17:03:27Z,TypeScript,5285,401,7800,7233
psf,requests,53855,2011-02-13T18:38:17Z,2026-03-13T14:15:03Z,Python,1619,14,4130,3946
necolas,normalize.css,53767,2011-05-04T10:20:25Z,2026-03-13T16:45:57Z,CSS,56,0,517,470
facebookresearch,segment-anything,53655,2023-03-23T17:03:03Z,2026-03-13T14:21:41Z,Jupyter Notebook,16,0,717,182
wagoodman,dive,53562,2018-05-13T15:44:01Z,2026-03-13T15:49:13Z,Go,164,28,373,205
romkatv,powerlevel10k,53268,2019-02-24T19:09:45Z,2026-03-13T17:15:20Z,Shell,169,33,2604,2488
vuejs,core,53225,2018-06-12T13:49:36Z,2026-03-13T17:47:28Z,TypeScript,3664,269,5964,5321
ngosang,trackerslist,53181,2016-04-24T11:57:57Z,2026-03-13T16:04:32Z,,1,0,511,501
google,material-design-icons,52977,2014-10-08T18:01:28Z,2026-03-13T16:01:03Z,,50,16,1565,1177
mozilla,pdf.js,52976,2011-04-26T06:32:03Z,2026-03-13T14:58:30Z,JavaScript,8509,83,10429,9998
firstcontributions,first-contributions,52963,2016-09-20T14:35:09Z,2026-03-13T18:00:21Z,,95008,0,1370,1331
Zie619,n8n-workflows,52871,2025-05-14T08:43:59Z,2026-03-13T17:43:11Z,Python,34,1,99,81
WerWolv,ImHex,52866,2020-11-10T14:27:00Z,2026-03-13T17:57:15Z,C++,727,82,1558,1252
cloudcommunity,Free-Certifications,52590,2020-07-31T10:26:19Z,2026-03-13T17:48:48Z,,115,0,65,19
JetBrains,kotlin,52452,2012-02-13T17:29:58Z,2026-03-13T17:54:45Z,Kotlin,2157,285,0,0
ionic-team,ionic-framework,52403,2013-08-20T23:06:02Z,2026-03-13T16:40:08Z,TypeScript,6530,931,22145,21550
sickcodes,Docker-OSX,52264,2020-06-04T11:01:37Z,2026-03-13T16:45:04Z,Shell,109,0,681,287
2dust,v2rayNG,52080,2019-05-15T02:15:31Z,2026-03-13T17:48:36Z,Kotlin,541,284,3708,3699
TryGhost,Ghost,52030,2013-05-04T11:09:13Z,2026-03-13T17:29:16Z,JavaScript,15762,956,7219,7154
typst,typst,52014,2019-09-24T21:41:56Z,2026-03-13T17:52:54Z,Rust,2248,27,4075,2971
termux,termux-app,51900,2015-10-23T09:42:46Z,2026-03-13T17:37:34Z,Java,177,95,3032,2596
PowerShell,PowerShell,51847,2016-01-13T23:41:35Z,2026-03-13T17:46:57Z,C#,8127,195,13336,12147
prettier,prettier,51734,2016-11-29T17:13:37Z,2026-03-13T17:14:47Z,JavaScript,9670,134,7183,5981
coollabsio,coolify,51675,2021-01-25T20:54:01Z,2026-03-13T17:48:18Z,PHP,2349,670,3506,2955
etcd-io,etcd,51603,2013-07-06T21:57:21Z,2026-03-13T15:46:03Z,Go,10239,272,7127,7016
xai-org,grok-1,51535,2024-03-17T08:53:38Z,2026-03-13T17:36:24Z,Python,5,0,0,0
vsouza,awesome-ios,51524,2014-07-10T16:03:45Z,2026-03-13T17:48:58Z,Swift,2240,0,494,490
google,guava,51500,2014-05-29T16:23:17Z,2026-03-13T15:45:15Z,Java,1211,57,3650,3031
jekyll,jekyll,51444,2008-10-20T06:29:03Z,2026-03-13T13:18:48Z,Ruby,3198,112,4925,4798
Semantic-Org,Semantic-UI,51134,2013-04-08T23:32:04Z,2026-03-11T20:49:30Z,JavaScript,356,154,6235,5269
chinese-poetry,chinese-poetry,51083,2016-09-02T03:32:25Z,2026-03-13T17:51:29Z,JavaScript,137,1,213,92
DefinitelyTyped,DefinitelyTyped,51050,2012-10-05T16:39:45Z,2026-03-13T13:04:12Z,TypeScript,52981,1,8112,7545
agalwood,Motrix,51029,2018-12-18T11:45:05Z,2026-03-13T17:18:40Z,JavaScript,192,21,1355,600
ethereum,go-ethereum,50911,2013-12-26T13:05:46Z,2026-03-13T16:09:39Z,Go,8805,228,8637,8451
FlowiseAI,Flowise,50696,2023-03-31T12:23:09Z,2026-03-13T17:44:20Z,TypeScript,1590,80,2517,1876
charlax,professional-programming,50657,2015-11-07T05:07:52Z,2026-03-13T13:34:57Z,Python,43,0,32,32
justjavac,awesome-wechat-weapp,50616,2016-09-22T20:04:48Z,2026-03-13T15:49:47Z,,278,0,0,0
poteto,hiring-without-whiteboards,50489,2017-03-15T05:09:01Z,2026-03-13T16:59:53Z,JavaScript,1309,0,0,0
dockur,windows,50326,2024-01-14T13:09:40Z,2026-03-13T17:56:12Z,Shell,519,119,984,883
harry0703,MoneyPrinterTurbo,50191,2024-03-11T02:57:34Z,2026-03-13T16:16:18Z,Python,145,9,620,400
jesseduffield,lazydocker,50106,2019-05-18T08:53:50Z,2026-03-13T17:48:30Z,Go,191,45,397,204
jgthms,bulma,50059,2016-01-23T23:48:34Z,2026-03-13T13:01:23Z,CSS,646,22,2743,2403
Avik-Jain,100-Days-Of-ML-Code,49824,2018-07-05T09:11:43Z,2026-03-13T17:45:45Z,,6,0,0,0
mastodon,mastodon,49747,2016-02-22T15:01:25Z,2026-03-13T17:28:10Z,Ruby,19231,327,12753,8556
mem0ai,mem0,49701,2023-06-20T08:58:36Z,2026-03-13T17:59:50Z,Python,1833,273,1412,1000
cypress-io,cypress,49609,2015-03-04T00:46:28Z,2026-03-13T17:37:17Z,TypeScript,8088,388,15327,14134
odoo,odoo,49490,2014-05-13T15:38:58Z,2026-03-13T15:47:52Z,Python,6182,0,18829,15257
NARKOZ,hacker-scripts,49431,2015-11-21T19:05:09Z,2026-03-13T09:58:22Z,JavaScript,63,0,104,68
jellyfin,jellyfin,49291,2018-12-09T06:36:45Z,2026-03-13T17:48:14Z,C#,5186,102,8208,7579
lyswhut,lx-music-desktop,49288,2019-08-14T14:31:08Z,2026-03-13T17:50:09Z,TypeScript,91,112,2365,1276
dkhamsing,open-source-ios-apps,49216,2015-01-26T23:32:34Z,2026-03-13T17:41:16Z,,1550,37,333,333
AlistGo,alist,49163,2020-12-23T17:40:29Z,2026-03-13T17:47:50Z,Go,905,143,4433,3898
nlohmann,json,49103,2013-07-04T08:47:49Z,2026-03-13T17:07:01Z,C++,1010,45,2369,2333
dbeaver,dbeaver,49088,2015-10-21T08:26:28Z,2026-03-13T17:08:26Z,Java,6749,243,20032,16864
ChrisTitusTech,winutil,49002,2022-04-28T02:25:19Z,2026-03-13T17:48:45Z,PowerShell,1085,34,2167,2162
upstash,context7,48901,2025-03-26T23:40:39Z,2026-03-13T18:00:38Z,TypeScript,286,54,1747,1618
huginn,huginn,48864,2013-03-10T06:00:31Z,2026-03-13T14:28:48Z,Ruby,1065,1,2181,1576
sansan0,TrendRadar,48847,2025-04-28T11:42:16Z,2026-03-13T17:13:59Z,Python,1,0,401,375
TanStack,query,48799,2019-09-10T19:23:58Z,2026-03-13T16:15:56Z,TypeScript,3209,1000,2275,2203
virattt,ai-hedge-fund,48734,2024-11-29T16:30:01Z,2026-03-13T18:00:34Z,Python,44,0,236,205
iamkun,dayjs,48589,2018-04-10T09:26:44Z,2026-03-13T14:29:30Z,JavaScript,720,126,1827,870
JuliaLang,julia,48535,2011-04-21T07:01:50Z,2026-03-13T17:14:27Z,Julia,26917,196,25853,22004
ReactiveX,RxJava,48484,2013-01-08T20:11:48Z,2026-03-13T16:01:09Z,Java,3378,243,3183,3167
algorithm-visualizer,algorithm-visualizer,48380,2016-05-15T00:27:45Z,2026-03-13T15:03:51Z,JavaScript,183,0,124,77
pandas-dev,pandas,48126,2010-08-24T01:37:33Z,2026-03-13T17:00:54Z,Python,28082,118,28170,24743
moment,moment,48044,2011-03-01T02:46:06Z,2026-03-13T17:08:54Z,JavaScript,714,0,4166,3915
expo,expo,47920,2016-08-15T17:14:25Z,2026-03-13T17:26:29Z,TypeScript,20747,0,18208,17874
hashicorp,terraform,47913,2014-03-13T22:25:48Z,2026-03-13T15:46:03Z,Go,13226,404,21619,19868
karpathy,nanochat,47910,2025-10-13T13:46:35Z,2026-03-13T17:57:54Z,Python,73,0,122,106
x64dbg,x64dbg,47881,2015-04-11T20:48:23Z,2026-03-13T13:55:37Z,C++,774,4,2686,2110
lllyasviel,Fooocus,47855,2023-08-09T18:43:40Z,2026-03-13T17:33:46Z,Python,448,21,1644,1420
type-challenges,type-challenges,47816,2020-07-23T14:33:11Z,2026-03-13T14:53:43Z,TypeScript,600,0,37049,4000
serhii-londar,open-source-mac-os-apps,47811,2017-11-03T02:35:33Z,2026-03-13T17:41:49Z,,614,0,219,210
kelseyhightower,kubernetes-the-hard-way,47710,2016-07-07T14:15:27Z,2026-03-13T16:35:55Z,,73,0,438,416
run-llama,llama_index,47649,2022-11-02T04:24:54Z,2026-03-13T17:30:53Z,Python,7668,426,6951,6753
kamranahmedse,design-patterns-for-humans,47623,2017-02-16T21:24:39Z,2026-03-13T17:00:29Z,,50,0,52,47
freqtrade,freqtrade,47623,2017-05-17T23:48:53Z,2026-03-13T16:18:59Z,Python,6340,110,5567,5539
bigskysoftware,htmx,47614,2020-04-13T16:17:51Z,2026-03-13T17:29:54Z,JavaScript,1059,27,1674,1073
skylot,jadx,47609,2013-03-18T17:08:21Z,2026-03-13T14:59:17Z,Java,623,34,2054,1637
minimaxir,big-list-of-naughty-strings,47606,2015-08-08T20:57:20Z,2026-03-12T15:26:52Z,Python,89,0,101,32
gogs,gogs,47578,2014-02-12T01:57:08Z,2026-03-13T11:29:31Z,Go,1869,96,5179,4255
ggml-org,whisper.cpp,47496,2022-09-25T18:26:37Z,2026-03-13T17:13:41Z,C++,932,31,1878,873
karan,Projects,47467,2013-07-04T13:37:27Z,2026-03-13T16:50:45Z,,19,0,93,37
akullpp,awesome-java,47298,2014-07-09T10:12:43Z,2026-03-13T17:50:41Z,,733,0,139,136
1c7,chinese-independent-developer,47085,2017-09-21T11:08:23Z,2026-03-13T17:06:12Z,,418,0,245,244
jakevdp,PythonDataScienceHandbook,47038,2016-08-10T14:24:36Z,2026-03-13T17:25:15Z,Jupyter Notebook,28,0,208,79
brillout,awesome-react-components,47025,2016-06-24T15:19:33Z,2026-03-13T17:51:54Z,,343,0,56,45
typescript-cheatsheets,react,47006,2018-06-02T04:08:16Z,2026-03-13T07:20:35Z,JavaScript,375,0,224,224
Homebrew,brew,46999,2016-03-06T05:08:38Z,2026-03-13T17:46:02Z,Ruby,13838,474,5001,4993
slab,quill,46951,2012-07-30T23:23:18Z,2026-03-13T14:56:37Z,TypeScript,382,95,3821,3269
serverless,serverless,46951,2015-04-21T03:48:40Z,2026-03-13T15:02:50Z,JavaScript,4867,480,6601,5483
v2ray,v2ray-core,46948,2015-09-04T11:42:53Z,2026-03-13T16:53:14Z,Go,203,247,2596,2593
square,okhttp,46924,2012-07-23T13:42:55Z,2026-03-13T16:01:22Z,Kotlin,3974,0,4253,4183
pixijs,pixijs,46737,2013-01-21T22:40:50Z,2026-03-13T17:48:20Z,TypeScript,3812,304,6078,5803
GokuMohandas,Made-With-ML,46723,2018-11-05T03:44:27Z,2026-03-13T17:46:23Z,Jupyter Notebook,147,1,77,59
tw93,Pake,46623,2022-10-14T09:32:57Z,2026-03-13T17:00:49Z,Rust,111,41,478,475
makeplane,plane,46549,2022-11-19T12:55:01Z,2026-03-13T17:49:58Z,TypeScript,6280,54,1576,968
discourse,discourse,46546,2013-01-12T00:25:55Z,2026-03-13T17:37:01Z,Ruby,33664,0,0,0
OpenCut-app,OpenCut,46542,2025-06-22T08:02:17Z,2026-03-13T17:03:24Z,TypeScript,187,2,269,85
ghostty-org,ghostty,46495,2022-03-29T17:38:26Z,2026-03-13T17:55:19Z,Zig,3677,1,2046,1915
metabase,metabase,46392,2015-02-02T19:25:47Z,2026-03-13T17:34:08Z,Clojure,39754,735,24459,20786
DovAmir,awesome-design-patterns,46389,2018-06-04T17:47:48Z,2026-03-13T17:50:26Z,,30,0,16,5
ClickHouse,ClickHouse,46318,2016-06-02T08:28:18Z,2026-03-13T17:13:45Z,C++,59389,746,27511,22935
astral-sh,ruff,46264,2022-08-09T17:17:44Z,2026-03-13T17:53:00Z,Rust,13719,403,7834,6186
oobabooga,text-generation-webui,46244,2022-12-21T04:17:37Z,2026-03-13T17:46:06Z,Python,1237,93,4104,3281
dypsilon,frontend-dev-bookmarks,46182,2013-06-22T13:23:55Z,2026-03-13T17:51:25Z,,129,1,109,82
Asabeneh,30-Days-Of-JavaScript,46171,2019-12-23T14:07:40Z,2026-03-13T16:11:46Z,JavaScript,100,0,178,60
ziishaned,learn-regex,46154,2017-07-22T12:21:03Z,2026-03-13T08:23:46Z,,132,0,87,36
microsoft,AI-For-Beginners,46030,2021-03-03T16:27:36Z,2026-03-13T17:38:59Z,Jupyter Notebook,289,0,149,148
crewAIInc,crewAI,45976,2023-10-27T03:26:59Z,2026-03-13T18:00:38Z,Python,1408,142,1782,1708
acmesh-official,acme.sh,45958,2015-12-26T12:56:33Z,2026-03-13T17:34:07Z,Shell,1514,46,3533,2402
tldraw,tldraw,45805,2021-05-09T11:48:37Z,2026-03-13T17:50:13Z,TypeScript,4470,102,2169,1893
microsoft,monaco-editor,45732,2016-06-07T16:56:31Z,2026-03-13T15:09:31Z,JavaScript,558,187,3970,3230
NanmiCoder,MediaCrawler,45713,2023-06-09T12:14:34Z,2026-03-13T17:31:41Z,Python,132,0,572,438
android,architecture-samples,45606,2016-02-05T13:42:07Z,2026-03-13T13:01:42Z,Kotlin,232,0,492,349
GitHubDaily,GitHubDaily,45596,2018-12-30T13:56:58Z,2026-03-13T16:49:40Z,,3,0,716,181
prisma,prisma,45519,2019-06-20T13:33:47Z,2026-03-13T17:08:31Z,TypeScript,6757,243,11836,9439
LeCoupa,awesome-cheatsheets,45477,2017-11-09T02:47:15Z,2026-03-13T16:15:04Z,JavaScript,171,0,102,59
coreybutler,nvm-windows,45426,2014-09-20T16:37:28Z,2026-03-13T17:33:52Z,Go,107,23,950,880
jeecgboot,JeecgBoot,45394,2018-11-26T10:40:00Z,2026-03-13T16:13:54Z,Java,126,70,8175,8155
jestjs,jest,45326,2013-12-10T00:18:04Z,2026-03-13T17:26:12Z,TypeScript,5774,214,8180,7975
ColorlibHQ,AdminLTE,45321,2013-12-25T02:52:40Z,2026-03-13T16:07:12Z,CSS,1565,78,2908,2908
google,zx,45277,2021-05-05T05:50:01Z,2026-03-13T17:54:01Z,JavaScript,605,100,513,492
bevyengine,bevy,45051,2020-01-18T21:13:55Z,2026-03-13T15:09:01Z,Rust,7518,53,8034,5364
KRTirtho,spotube,44928,2021-02-14T03:17:58Z,2026-03-13T17:22:20Z,Dart,257,43,2027,1304
RocketChat,Rocket.Chat,44873,2015-05-19T07:36:09Z,2026-03-13T17:50:17Z,TypeScript,15744,1000,16856,14511
isocpp,CppCoreGuidelines,44835,2015-08-19T20:22:52Z,2026-03-13T12:56:27Z,CSS,826,4,1230,990
penpot,penpot,44808,2015-12-29T22:09:07Z,2026-03-13T15:48:07Z,Clojure,5583,69,2183,1644
coqui-ai,TTS,44802,2020-05-20T15:45:28Z,2026-03-13T17:19:17Z,Python,467,98,1231,1227
slidevjs,slidev,44790,2021-04-24T01:25:23Z,2026-03-13T17:01:08Z,TypeScript,805,419,1299,1140
meteor,meteor,44777,2012-01-19T01:58:17Z,2026-03-13T14:43:51Z,JavaScript,2686,0,9257,9020
gedoor,legado,44760,2019-05-22T04:18:58Z,2026-03-13T16:45:32Z,Kotlin,1139,115,3204,3180
vercel,hyper,44713,2016-07-01T06:01:21Z,2026-03-13T17:45:32Z,TypeScript,3291,88,3821,2874
Leaflet,Leaflet,44639,2010-09-22T16:57:44Z,2026-03-13T14:01:24Z,JavaScript,3244,34,5342,4944
apache,airflow,44623,2015-04-13T18:04:58Z,2026-03-13T15:44:11Z,Python,34592,115,13983,12676
react-hook-form,react-hook-form,44588,2019-03-05T23:47:10Z,2026-03-13T14:26:03Z,TypeScript,2142,600,4929,4842
grpc,grpc,44481,2014-12-08T18:58:53Z,2026-03-13T17:37:16Z,C++,20528,365,11922,11230
GitSquared,edex-ui,44419,2017-01-28T09:35:02Z,2026-03-13T17:49:12Z,JavaScript,399,29,559,553
pyenv,pyenv,44410,2012-08-31T06:57:52Z,2026-03-13T14:45:29Z,Shell,1046,151,1883,1833
docker,awesome-compose,44359,2020-02-13T08:51:42Z,2026-03-13T17:49:22Z,HTML,149,0,142,43
sudheerj,reactjs-interview-questions,44355,2018-05-31T17:17:01Z,2026-03-13T13:40:59Z,JavaScript,170,0,113,109
